,0
"495 Summer St,Boston, MA 02210,",0.73909251414622 -1.2398863087897756
"416 Geneva Ave,Dorchester, MA 02122,",0.7383150258149924 -1.2403308616035513
"99 High St,Boston, MA 02110,",0.7392440008713114 -1.2401138604543278
"1430 Vfw Pkwy,West Roxbury, MA 02132,",0.7377931130274518 -1.2421597764187526
"914 Beacon St,Ste A,Boston, MA 02215,",0.7391102807253406 -1.241013822029826
"710 Boylston St,Boston, MA 02116,",0.7391588017512108 -1.2405536319386172
"203 Green St,Jamaica Plain, MA 02130,",0.7384652620116751 -1.2409942917954961
"1894 Centre St,West Roxbury, MA 02132,",0.7380433583356024 -1.2418812751026767
"19 Union St,Boston, MA 02108,",0.7393600495586058 -1.2401521852667077
"22R Birch St,Roslindale, MA 02131,",0.73806565928012 -1.2414280654558112
"100 City Sq,Charlestown, MA 02129,",0.7395541484973848 -1.240229072256246
"282 Congress St,Boston, MA 02110,",0.7392268556294046 -1.240086734547093
"1 Huntington Ave,Boston, MA 02116,",0.7391473061400925 -1.2405255522089467
"779 Centre St,Jamaica Plain, MA 02130,",0.7384706088278384 -1.2411756725200158
"1 Brighton Ave,Super88,Boston, MA 02134,",0.7392175765864364 -1.2413509899707138
"20 Bradston St,Boston, MA 02118,",0.7388948974963336 -1.2403422102630342
"429 W Broadway,Boston, MA 02127,",0.7389313574244077 -1.2399887063843256
"314 Shawmut Ave,Boston, MA 02118,",0.7390332445101514 -1.2403888248606745
"37 Clarendon St,Boston, MA 02116,",0.7390917680179648 -1.2404178601581106
"772 Tremont St,Boston, MA 02118,",0.7389859495780811 -1.2405525812504077
"412A Market St,Brighton, MA 02135,",0.7391630708265614 -1.2418346521223682
"600 Harrison Ave,Boston, MA 02118,",0.7389964102089529 -1.240340429498511
"117 Western Ave,Boston, MA 02163,",0.7394330348646012 -1.2412928687612934
"47 Huntington Ave,Boston, MA 02116,",0.7391397331564681 -1.2405313004508378
"7 Beach St,Boston, MA 02111,",0.7391947057919183 -1.2402473877414162
"108 Brighton Ave,Allston, MA 02134,",0.7392174561587177 -1.2414348574045955
"200 Seaport Blvd,Commonwealth Pier,Boston, MA 02210,",0.7391718925932652 -1.2398846830155776
"600 Huntington Ave,Mission Hill, MA 02115,",0.7389408904127824 -1.2408632594565734
"348 Congress St,Boston, MA 02210,",0.739181247558056 -1.2400094496224854
"304 Western Ave,Boston, MA 02135,",0.7393921941601044 -1.241534561083445
"1159 Washington St,Dorchester, MA 02124,",0.737813412079317 -1.2403623316352939
"241 Washington St,Boston, MA 02201,",0.7393093660697925 -1.2401739530131386
"15 Channel Ctr,Boston, MA 02210,",0.7390916222829724 -1.2400582926616026
"140 Norfolk St,Dorchester, MA 02124,",0.7380845620685837 -1.2405215545322947
"375 Blue Hill Ave,Dorchester, MA 02121,",0.7385027604106541 -1.2405734309536518
"1753 Centre St,Boston, MA 02132,",0.738078114822327 -1.2417864775443548
"330 Belgrade Ave,Roslindale, MA 02131,",0.7380528206381424 -1.2416934034986689
"612 Blue Hill Ave,Dorchester, MA 02121,",0.7383543219031012 -1.2406445400307011
"255 State St,Long Wharf,Boston, MA 02109,",0.7393363855119427 -1.240052066199496
"92 State St,Boston, MA 02109,",0.7393303161294689 -1.2401252862522758
"77 Dorchester St,Boston, MA 02127,",0.7389223829413941 -1.2399499085877184
"863 Washington St,Boston, MA 02124,",0.737976428449447 -1.2404030972906328
"1525 Washington St,Boston, MA 02118,",0.7389919910352868 -1.24042590001731
"1940 Beacon St,Brighton, MA 02135,",0.7389307395778526 -1.2417774009595797
"1 Harborside Dr,Terminal B Connector,Boston, MA 02128,",0.7394050040041492 -1.2396049634596835
"190 Newbury St,Boston, MA 02116,",0.7391757646062108 -1.2405494911449668
"34 Newmarket Sq,Roxbury, MA 02118,",0.7388125511168954 -1.2403014868395754
"1 Faneuil Hall Sq,Boston, MA 02109,",0.7393379240196783 -1.2401348201133149
"120 Harvard Ave,Allston, MA 02134,",0.7392136897381921 -1.2414610024367903
"120 Kingston St,Boston, MA 02111,",0.7392096248663643 -1.2401913757623964
"102 Waltham St,Boston, MA 02118,",0.7390610301518433 -1.2404052108843568
"135 Market St,Brighton, MA 02135,",0.7393061537913043 -1.241753584196607
"48 Temple Pl,Boston, MA 02111,",0.7392596250587756 -1.2402375275038071
"Boston, MA 02110,",0.7394057338957548 -1.2399778937256312
"239 Dudley St,Roxbury, MA 02119,",0.7387938368239909 -1.2405531615723842
"90 Exeter St,Boston, MA 02116,",0.7391414514331167 -1.2405322996518349
"48 Harvard Ave,Allston, MA 02134,",0.7392488581226195 -1.2414698119861896
"379 Hanover St,Boston, MA 02113,",0.739432209323865 -1.2400875557245061
"One Marina Park Dr,56 Northern Ave On GPS,Boston, MA 02210,",0.7392219975054316 -1.2399489530199532
"64 Arlington St,Boston, MA 02116,",0.7391838289000198 -1.240382566109977
"197 8th St,Boston, MA 02129,",0.7395792218974189 -1.240067513236041
"70 Tyler St,Boston, MA 02111,",0.7391580512596324 -1.240227893286336
"31 Saint James Ave,Ste 110, Fl 1,Boston, MA 02116,",0.7391871415349401 -1.2404092129243316
"393 Massachusetts Ave,Space F-1,Boston, MA 02115,",0.7390236111653451 -1.240617241335871
"1578 Tremont St,Unit 1,Boston, MA 02120,",0.7388789286063425 -1.2409493678932144
"981 Tremont St,Boston, MA 02116,",0.7389486920345385 -1.2406320836158298
"419 Washington St,Brighton, MA 02135,",0.7391575145708874 -1.241876817531767
"138 Cambridge St,Boston, MA 02114,",0.7393639076089175 -1.240276631605698
"904 Huntington Ave,Boston, MA 02115,",0.7388556267154992 -1.241112803142365
"334 Massachusetts Ave,Symphony Plaza East,Boston, MA 02115,",0.7390367526219481 -1.240635837819051
"1122 Boylston St,Boston, MA 02115,",0.7391155551103402 -1.240712290221605
"162 Harvard Ave,Boston, MA 02134,",0.7391974974460567 -1.2414548230985736
"274 Franklin St,Boston, MA 02110,",0.739291863035389 -1.2400947351363842
"205 Portland St,Boston, MA 02114,",0.7394258318907783 -1.2402425828499852
"230 Tremont St,Boston, MA 02116,",0.7391929403913796 -1.2402889702108448
"1576 Dorchester Ave,Dorchester, MA 02122,",0.7382488036598489 -1.2402171219868572
"13 William Kelly Sq,East Boston, MA 02128,",0.7396267061977133 -1.2397830926358064
"1866 Centre St,West Roxbury, MA 02132,",0.7380523345639457 -1.2418654118051053
"11 W Broadway,Unit 03,South Boston, MA 02127,",0.73904102955128 -1.240152613745039
"4238-4244 Washington St,Roslindale, MA 02131,",0.7380510971255061 -1.2414048063255345
"1281 Hyde Park Ave,Hyde Park, MA 02136,",0.7375171258581631 -1.241332256479188
"260 Western Ave,Allston, MA 02134,",0.7394016198107299 -1.241487028786596
"948 Bennington St,East Boston, MA 02128,",0.7398035228862391 -1.2393221991769094
"700 Albany St,Boston, MA 02118,",0.7389171678975891 -1.2403857068299657
"875 William Morrisey Blvd,Dorchester, MA 02122,",0.7385918847762425 -1.2400144098482198
"300 Longwood Avenue,Boston, MA 02115,",0.7389551754040234 -1.241004355019985
"52 Queensberry St,Boston, MA 02215,",0.7390418001141449 -1.2408583786433203
"857 Dorchester Ave,Dorchester, MA 02125,",0.7386729937172413 -1.2401551697797284
"2 Tyler St,Boston, MA 02111,",0.7391923461067694 -1.2402155878424448
"2080 Day Blvd,Boston, MA 02127,",0.7389758205597671 -1.239391125719729
"1585 Commonwealth Ave,Brighton, MA 02135,",0.7390695368866175 -1.241655589195095
"170 Lincoln St,Boston, MA 02111,",0.7391824465992521 -1.2401819047332105
"870 Blue Hill Ave,Dorchester Center, MA 02124,",0.7382120679697528 -1.2406899142279297
"46 Washington St,Dorchester, MA 02121,",0.7384219071603909 -1.240593366104368
"25 Harbor Shore Dr,Boston, MA 02210,",0.7392192468665303 -1.2399213951437287
"1000 Bennington St,Boston, MA 02128,",0.7398129249749195 -1.2392793539617668
"1033 Tremont St,Roxbury Crossing, MA 02120,",0.7389382226770206 -1.240650701042961
"177 Massachusetts Ave,Boston, MA 02115,",0.7390975406944656 -1.2406836493685798
"695 Atlantic Ave,Boston, MA 02111,",0.7391963394200981 -1.2401427718333868
"86 Peterborough St,Boston, MA 02215,",0.739051293832611 -1.2408862838400656
"1562 Tremont St,Boston, MA 02120,",0.7388731751284634 -1.2409350605566714
"185 Dudley St,Roxbury, MA 02119,",0.7387928384956588 -1.2405907481104905
"1381 Boylston St,Boston, MA 02215,",0.7390631812701465 -1.2409250100781735
"2243 Dorchester Ave,Boston, MA 02124,",0.7378387839306534 -1.2403442744588526
"248 Newburry St,Boston, MA 02116,",0.7391612303768649 -1.2406013544763546
"187 Main St,Boston, MA 02129,",0.7396244075990884 -1.2402892311375682
"697 Centre St,Boston, MA 02130,",0.7385027525566724 -1.2411573867054426
"1 Nashua St,Boston, MA 02114,",0.7394487620264907 -1.2402653803406747
"168 Western Ave,Allston, MA 02134,",0.7393989110597305 -1.2414006812398475
"45 Gainsborough St,Boston, MA 02115,",0.7390279186379392 -1.2406728187279068
"1626 Tremont St,Boston, MA 02120,",0.7388808886110927 -1.2409871123836183
"40 Crescent Ave,Dorchester, MA 02125,",0.7386305097852538 -1.2401144887728583
"445 Hanover St,Boston, MA 02113,",0.7394516522917322 -1.2400785838594863
"88 Exeter St,Boston, MA 02116,",0.7391451812017281 -1.240538157849469
"1560 Vfw Parkway,West Roxbury, MA 02132,",0.7377183701748995 -1.2421026221217377
"76 Summer Street,Boston, MA 02110,",0.7392398618229904 -1.2401767507759291
"244 Meridian St,East Boston, MA 02128,",0.739622732955671 -1.2398439705927808
"65 Maverick Sq,Boston, MA 02128,",0.7395143026305618 -1.2398369046273041
"28-38 Trinity Pl,Trinity Place,Boston, MA 02116,",0.7391499407145985 -1.240473359882995
"245 Meridian St,Boston, MA 02128,",0.7396231945952582 -1.2398418090025023
"34 Oxford St,Boston, MA 02111,",0.7391962102657335 -1.2402114671200808
"83 Main St,Charlestown, MA 02129,",0.7395858262233085 -1.2402561248596513
"415 Centre St,Boston, MA 02130,",0.7386709054307913 -1.2410957320769513
"860 Dorchester Ave,Ste A,Dorchester, MA 02125,",0.7386724832084351 -1.240149346488679
"254 Brighton Ave,Allston, MA 02134,",0.7392291716813219 -1.2415455566577327
"291 Bennington St,Boston, MA 02128,",0.7396726598442537 -1.2396530481532406
"210 Hanover St,Boston, MA 02113,",0.7393958410255765 -1.2401301277956207
"2 Brighton Ave,Boston, MA 02134,",0.7392071142102352 -1.2413512508974371
"5200 Washington St,West Roxbury, MA 02132,",0.7376200112722389 -1.2418988776208477
"1612 Commonwealth Ave,Brighton, MA 02135,",0.7390544432792463 -1.24165054955688
"189 Devonshire St,Boston, MA 02110,",0.7392726513236475 -1.2401617627609782
"38 Norfolk St,Dorchester Center, MA 02124,",0.7381103466902879 -1.2404329520201527
"10 Post Office Sq,Boston, MA 02109,",0.7392968232611231 -1.2401373298967793
"1301 Boylston St,Boston, MA 02215,",0.7390779921341787 -1.2408768093202214
"388 Blue Hill Ave,Dorchester, MA 02121,",0.7384959832971687 -1.2405735129841269
"194 Harvard Ave,Boston, MA 02134,",0.7391847966850899 -1.2414487580794231
"153 Belgrade Ave,Roslindale, MA 02131,",0.7380591012054556 -1.2415503964557484
"201 Washington St,Boston, MA 02108,",0.7393194156756255 -1.2401737034310554
"369 Huntington Ave,Boston, MA 02115,",0.7389976947712824 -1.2407356182923872
"399 Boylston St,Boston, MA 02116,",0.7391997175048655 -1.2404179849491521
"1352 Boylston St,Boston, MA 02215,",0.7390650574990923 -1.2409004489322748
"70 Charles St,Boston, MA 02114,",0.7393094716622123 -1.2403947546168081
"120 Beverly St,Boston, MA 02114,",0.7394428471056558 -1.2402118004779679
"108 Cambridge St,Charlestown, MA 02129,",0.7397334540254238 -1.2405455772441194
"161 Brighton Ave,Allston, MA 02134,",0.7392276916421162 -1.2414751841096274
"640 Atlantic Ave Train Terminal,Boston, MA 02110,",0.7392004208725537 -1.2401289287544246
"1 S Station,Boston, MA 02110,",0.73920765089898 -1.2401215337943838
"1918 Dorchester Ave,Dorchester, MA 02124,",0.7380172525733159 -1.2402897599723313
"389 Maverick St,Boston, MA 02128,",0.7394455000061191 -1.2396662890936108
"45 Tomahawk Dr,Boston, MA 02128,",0.7394978014151486 -1.2397251232700308
"177 Tremont St,Boston, MA 02111,",0.7392230586656169 -1.240279153606467
"289 Dorchester St,South Boston, MA 02127,",0.7388559181854844 -1.24008016163713
"250 Northern Ave,Boston, MA 02210,",0.7391479798371836 -1.2398269265799706
"597 Centre St,Jamaica Plain, MA 02130,",0.7385577967506218 -1.2411535469810884
"100 Huntington Ave,Ste K006A,Boston, MA 02116,",0.7391186295078175 -1.2405153661234536
"3 Lewis St,Boston, MA 02110,",0.7394024436061368 -1.2400654441482126
"964 Saratoga St,East Boston, MA 02128,",0.7398183599302103 -1.2393100586666324
"571 Washington St,Boston, MA 02135,",0.7391734476816288 -1.2420379323656774
"32 W Broadway,Boston, MA 02127,",0.7390419336318328 -1.240145897718077
"1110 Boylston St,Boston, MA 02215,",0.7391169505010772 -1.2407077986167754
"35 Westgate Rd,Boston, MA 02467,",0.7383059265409374 -1.2420637606206129
"79 Hancock St,Boston, MA 02125,",0.7385246660380956 -1.2402974490203509
"98 Salem St,Boston, MA 02113,",0.7394157089811165 -1.2401329369030518
"28 Porter St,Boston, MA 02128,",0.7395988673234793 -1.2398210788543116
"132 Newbury St,Boston, MA 02116,",0.7391899960209317 -1.2404974026661055
"270 Babcock St,Boston, MA 02215,",0.7392187477023644 -1.2412859022795841
"433 Faneuil St,Brighton, MA 02135,",0.7391898869378531 -1.2421007903986878
"184 Brighton Ave,Allston, MA 02134,",0.7392239068956333 -1.2414936156591931
"1745 Centre St,West Roxbury, MA 02132,",0.7380786872903213 -1.2417808828914374
"129 Jersey St,Boston, MA 02215,",0.739036391338793 -1.2408513973263124
"1249 Commonwealth Ave,Boston, MA 02134,",0.7391731099604185 -1.2414655961433816
"856 Dorchester Ave,Dorchester, MA 02125,",0.7386736604330155 -1.2401494904783423
"50 Terminal St,Charlestown, MA 02139,",0.7397367212817835 -1.2402135318445862
"934 Dorchester Ave,Dorchester, MA 02125,",0.7386284406974256 -1.2401483245984022
"1116 Boylston St,Boston, MA 02215,",0.7391156275415042 -1.2407099715516938
"541 Tremont St,Boston, MA 02116,",0.7390704549298042 -1.2404057615357358
"107 Beverly St,Boston, MA 02114,",0.7394250595825839 -1.240185746202894
"160 State St,Boston, MA 02109,",0.7393342928621696 -1.2400989553425155
"1505 Dorchester Ave,Dorchester, MA 02122,",0.7382856074177857 -1.2402182555782064
"3381 Washington St,Jamaica Plain, MA 02130,",0.738451679859436 -1.240999644720312
"2261 Dorchester Ave,Dorchester, MA 02124,",0.7378267725747412 -1.2403462597708768
"907 Boylston St,Boston, MA 02115,",0.7391415884414633 -1.240630484894235
"33 Stanhope St,Boston, MA 02116,",0.7391469055870292 -1.2404365683423628
"270 Western Ave,Allston, MA 02134,",0.7394027106415124 -1.2414912498653923
"7 Moulton St,Boston, MA 02129,",0.7396368090360885 -1.2401474807317088
"726 E Broadway,Boston, MA 02127,",0.738922014676922 -1.2397918742599379
"19-21 Jersey St,Boston, MA 02215,",0.7391006648338269 -1.2408820200007031
"552 Tremont St,Boston, MA 02118,",0.7390633846010043 -1.2404080496623853
"25 New Chardon St,Boston, MA 02114,",0.7393837127326044 -1.2402421343003673
"1295 Boylston St,Boston, MA 02215,",0.7390845030849534 -1.2408694239594915
"15 Arlington St,Boston, MA 02116,",0.7392210445556598 -1.2404074248345132
"850 Harrison Ave,Boston Medical Center,Boston, MA 02128,",0.7389083504942081 -1.2404681430938607
"115 Huntington Ave,Ste 181,Boston, MA 02199,",0.7390958512157499 -1.2405876693496896
"85 Bedford St,Boston, MA 02111,",0.7392255728124044 -1.2402052153507002
"356 Chestnut Hill Ave,Boston, MA 02135,",0.7389404793877434 -1.2418044212743944
"3 Winter Pl,Boston, MA 02108,",0.7392645023813701 -1.2402459609347527
"323 Hanover St,Boston, MA 02113,",0.7394169577641964 -1.2401027950668702
"5 Blossom St,Boston, MA 02114,",0.7393753281708777 -1.2403249493007102
"30 Washington St,Boston, MA 02143,",0.7397175025887253 -1.2405912333120224
"3712 Washington St,Jamaica Plain, MA 02130,",0.7383008930113748 -1.2411360928159036
"34 Harvard Ave,Allston, MA 02134,",0.7392555479696427 -1.2414717143950742
"1415 Washington St,Boston, MA 02118,",0.7390147693273547 -1.2403900055759134
"25 Drydock Ave,Boston, MA 02210,",0.7390753697769775 -1.2396695004994345
"333 Hanover St,Boston, MA 02113,",0.7394201342634349 -1.2400987310677067
"166 Canal St,Boston, MA 02114,",0.7394339747244034 -1.2402225674141236
"35 Stanhope St,Back Bay, MA 02116,",0.739143622622706 -1.2404406716114342
"365 Centre St,Jamaica Plain, MA 02130,",0.7386904365377857 -1.241050132732249
"100 Stuart St,Boston, MA 02116,",0.7391854538015534 -1.2403047209346794
"1395 Washington St,Boston, MA 02118,",0.7390173445606658 -1.2403854808098276
"57 Stuart St,Boston, MA 02116,",0.7391906156128162 -1.2402811624804362
"148 State St,Boston, MA 02109,",0.7393329061980789 -1.2401061443537047
"87 Glenville Ave,Allston, MA 02134,",0.7391616047499894 -1.241515917476375
"1284 Massachusetts Ave,Dorchester, MA 02125,",0.7386640873020683 -1.2402374000947713
"11 Marshall St,Boston, MA 02108,",0.7393728628933093 -1.2401529767735233
"117 Western Ave,Harvard Business School,Boston, MA 02134,",0.7394318323327468 -1.241294106199733
"137 Stuart St,Boston, MA 02116,",0.7391925625275968 -1.2403072586434118
"1 Constitution Pl,Charlestown, MA 02129,",0.7395461758333617 -1.2401624867286392
"85 Causeway St,Boston, MA 02114,",0.7394264165760774 -1.2402493215662271
"2 Perkins St,Jamaica Plain, MA 02130,",0.738678494122379 -1.2410882603224238
"1033 Massachusetts Ave,Boston, MA 02118,",0.7387731014398126 -1.240338380481969
"228 Cambridge St,Boston, MA 02114,",0.7393635088011833 -1.2403234963141077
"605 Centre St,Boston, MA 02130,",0.7385558838697618 -1.2411536831167698
"110 Dorchester St,Boston, MA 02127,",0.7389120183036312 -1.2399637586479975
"2 Center Plz,Boston, MA 02108,",0.7393447945082787 -1.2402110307877676
"104 South St,Boston, MA 02111,",0.7391898625032439 -1.2401600191770552
"9 Lansdowne St,Boston, MA 02215,",0.7391225407906714 -1.2408226229555992
"60 Franklin St,Boston, MA 02110,",0.7392677548024311 -1.2401796558764695
"724 Huntington Ave,Boston, MA 02120,",0.7388888926910422 -1.2409942874321733
"40 Court St,Boston, MA 02108,",0.7393281196326053 -1.2401956928343012
"349 Centre St,Jamaica Plain, MA 02130,",0.7386941663063973 -1.2410230975821357
"1 Faneuil Hall Sq,Ste 200,Boston, MA 02109,",0.7393379240196783 -1.2401348201133149
"79 Park Plz,Boston, MA 02116,",0.7391964834097614 -1.2403833925233778
"44 Charles St,Boston, MA 02114,",0.7392982736297316 -1.24038395888272
"667 E Broadway,Boston, MA 02127,",0.7389173572658129 -1.23982087290546
"27 Ellison Ave,Boston, MA 02126,",0.737897366779661 -1.2404427241186347
"658 E Broadway,Boston, MA 02127,",0.7389204927498142 -1.2398241890310386
"147 Hanover St,Boston, MA 02108,",0.7393753848940784 -1.2401558155515515
"104 Faneuil Hall Market Pl,Boston, MA 02109,",0.7393409338399732 -1.2401152104665039
"736 Centre St,Jamaica Plain, MA 02130,",0.7384859624892683 -1.2411598162037614
"1882 Centre St,West Roxbury, MA 02132,",0.7380483386326233 -1.241875328765915
"9 Bowdoin St,Boston, MA 02114,",0.7393620470879347 -1.240259023851539
"250 Franklin St,Boston, MA 02110,",0.7392808918957108 -1.240115140653334
"49 Lansdowne St,Boston, MA 02215,",0.7391225774425858 -1.2408521705071711
"77 Charles St,Boston, MA 02114,",0.7393161056586992 -1.2403898162076898
"558 E 3rd St,Boston, MA 02127,",0.7389353524830657 -1.239811497869383
"343 Congress St,Boston, MA 02210,",0.7391849441654118 -1.2400213126254112
"401 D St,Boston, MA 02210,",0.7390565289477025 -1.2399447397951384
"155 Southampton St,Boston, MA 02121,",0.7388421047771194 -1.2403364728370965
"196 Quincy St,Boston, MA 02121,",0.7385258642066274 -1.2404609505920132
"134 Smith St,Boston, MA 02120,",0.7389050876011715 -1.2409426108510155
"1885 Centre St,West Roxbury, MA 02132,",0.7380509295738978 -1.2418794503609438
"1277 River St,Hyde Park, MA 02136,",0.7375274721699688 -1.2413287448767327
"2 Pleasant St,Charlestown, MA 02129,",0.7395933808809757 -1.2402611487899036
"10 Westland Ave,Boston, MA 02115,",0.7390521472986152 -1.2406698507955136
"1 Union St,Boston, MA 02108,",0.7393558921843276 -1.2401500332757398
"127 Pearl St,Boston, MA 02110,",0.7392561579622162 -1.2400996761634968
"162 Salem St,Boston, MA 02113,",0.7394507063232776 -1.2401207850481348
"85 Newbury St,Boston, MA 02116,",0.7392010073031825 -1.2404669658692804
"236 Hanover St,Boston, MA 02113,",0.7394020456710673 -1.240122821847372
"100 Peterborough St,Boston, MA 02215,",0.739048306701596 -1.2408951317867087
"200 Atlantic Ave,Fl 1,Boston, MA 02110,",0.7393426887685363 -1.2400610528998144
"222 Berkeley St,Boston, MA 02116,",0.7391780614595066 -1.2404576920622996
"1363 Boylston St,Boston, MA 02215,",0.7390659004931209 -1.2409123494597798
"55 Boston Wharf Rd,Boston, MA 02210,",0.7391913826850224 -1.2399598944890335
"3706 Washington St,Jamaica Plain, MA 02130,",0.7383043583626044 -1.241133224367278
"200 N Beacon St,Brighton, MA 02135,",0.7392703405077179 -1.2417473594798296
"24 Boston St,Boston, MA 02127,",0.7387975840458949 -1.2401639452952076
"53 Chelsea St,Boston, MA 02128,",0.7395666276015365 -1.2401986860739684
"1 Harborside Dr,Terminal B, Gates B-30 to B-36,Boston, MA 02128,",0.7394103153850415 -1.2395306635767833
"111 N Washington St,Boston, MA 02114,",0.7394425390550429 -1.2401769610881046
"4381 Washington St,Roslindale, MA 02131,",0.737985577465386 -1.2414802446917936
"10 Fairmount Ave,Boston, MA 02136,",0.7375250863048814 -1.2412709299725957
"188 Baker St,West Roxbury, MA 02132,",0.7378800941287186 -1.242080034943223
"257 Norfolk Ave,Boston, MA 02119,",0.7387125009901893 -1.2403470128804492
"1357 Blue Hill Ave,Mattapan, MA 02126,",0.7379058551884783 -1.2407955179923158
"800 Boylston St,Ste 52,Boston, MA 02199,",0.7391189663563632 -1.2405989014160907
"120 Meridian St,East Boston, MA 02128,",0.7395801635025503 -1.2398428911066386
"2 Carpenter Pkwy,Boston, MA 02127,",0.7388076371423866 -1.2401414226938754
"20B Tyler St,Boston, MA 02111,",0.7391828951488699 -1.2402196012270597
"1704 Washington St,Boston, MA 02118,",0.73894413847052 -1.2404867029251263
"47 Charles St,Boston, MA 02114,",0.7393001681846348 -1.2403795178924384
"300 Centre St,Jamaica Plain, MA 02130,",0.7386962353942255 -1.2409578100508067
"3880 Washington St,Roslindale, MA 02131,",0.738224444099479 -1.241220373892818
"169 Brighton Ave,Allston, MA 02134,",0.73922800929204 -1.2414798807906444
"643 River St,Mattapan, MA 02126,",0.7376888304773098 -1.240894435400337
"540 Atlantic Ave,Boston, MA 02110,",0.7392360526418978 -1.2400895715797924
"280 Hanover St,Boston, MA 02113,",0.7394129461249107 -1.2401119711354125
"11 Parmenter St,Boston, MA 02113,",0.7394118308595187 -1.24011759982225
"1590 Tremont St,Boston, MA 02120,",0.7388827735666846 -1.240957964512445
"470 Centre St,Jamaica Plain, MA 02130,",0.7386313248540145 -1.241109541121993
"233 Hanover St,Boston, MA 02113,",0.7393979362933435 -1.2401216123342003
"1616 Dorchester Ave,Dorchester, MA 02122,",0.7382175989181524 -1.240232695559773
"338 Newbury St,Boston, MA 02115,",0.7391416626179562 -1.2406732777494998
"33A Boston Fish Pier,Boston, MA 02210,",0.7391764060147109 -1.239829858733114
"77 Cummins Hwy,Roslindale, MA 02131,",0.7380283327960723 -1.2413512543880956
"26 Chandler St,Boston, MA 02116,",0.739118465446868 -1.2403913372621327
"148 Bowdoin St,Dorchester, MA 02124,",0.7383647668260097 -1.2403999085740893
"107 S St,Boston, MA 02111,",0.7391970061358724 -1.2401666566642005
"22 Food Mart Rd,Roxbury, MA 02118,",0.738932248414991 -1.2402626907882974
"295 Bennington St,Boston, MA 02128,",0.7396726633349122 -1.2396512330108183
"16 Brighton Ave,Allston, MA 02134,",0.7392079676762395 -1.2413567801005074
"1889 River St,Hyde Park, MA 02136,",0.7373097126751853 -1.2416470414450833
"559 Washington St,Brighton, MA 02135,",0.7391667272913441 -1.2420283417814375
"501 Cambridge St,Allston, MA 02134,",0.7392315339844644 -1.2415678654562312
"52 Gainsborough St,Boston, MA 02115,",0.7390264647786723 -1.2406809554528795
"1220 Adams St,Dorchester Center, MA 02124,",0.7378081743462318 -1.2403438931044113
"725 Boylston St,Boston, MA 02116,",0.7391604257800798 -1.2405583835975056
"184 High St,Boston, MA 02110,",0.7392853477212912 -1.2400777513374333
"346 Huntington Ave,Boston, MA 02115,",0.7389889593983762 -1.2406928053658357
"Logan International Airport,Terminal C,Boston, MA 02128,",0.7394608685028473 -1.2394590748781682
"370 Commonwealth Ave,Boston, MA 02215,",0.7391458758427706 -1.2407075551433444
"636 Beacon St,Kenmore Sq,Boston, MA 02215,",0.7391622199785508 -1.240823923225892
"1 Faneuil Hall Marketplace,Boston, MA 02109,",0.7393379240196783 -1.2401348201133149
"69 Heath St,Jamaica Plain, MA 02130,",0.7387606127363499 -1.2409151175519737
"68 Warren St,Boston, MA 02119,",0.7387932879179411 -1.2406113901195535
"284 Amory St,Jamaica Plain, MA 02130,",0.7385562137369904 -1.2409844367938747
"224 Newbury St,Boston, MA 02116,",0.7391670676305481 -1.2405768238737178
"960 William T Morrissey Blvd,Boston, MA 02122,",0.7381538324412662 -1.2399787169923517
"529 Main St,Charlestown, MA 02129,",0.7397773883260196 -1.2403914079479674
"174 Harvard Ave,Allston, MA 02134,",0.739193333963126 -1.2414542462672558
"8 Park St,Boston, MA 02108,",0.7393029607114378 -1.2402519997739647
"41 Union St,Boston, MA 02108,",0.7393685754920017 -1.2401511755937353
"1405 Washington St,Boston, MA 02118,",0.7390167144968057 -1.2403860611318038
"145 Harvard Ave,Allston, MA 02134,",0.7392029734165849 -1.241463219877605
"712 Commonwealth Ave,Ste 2,Boston, MA 02215,",0.739164659948845 -1.2410025245135776
"452 Huntington Ave,Boston, MA 02115,",0.7389720585025642 -1.2407824402402305
"Kenmore Square,645 Beacon St,Boston, MA 02215,",0.7391443914402417 -1.2408677938219699
"566 Columbia Rd,Dorchester, MA 02125,",0.7385868041227901 -1.2403131744369116
"683 Tremont St,Boston, MA 02118,",0.7390218300568433 -1.2404959872040824
"20 Charles St,Boston, MA 02114,",0.7392865066199145 -1.2403805581086724
"42 Province St,Boston, MA 02108,",0.7392921161081307 -1.2402066561199978
"157 Sutherland Rd,Boston, MA 02135,",0.7390149194256702 -1.2417230697326296
"283 Main St,Charlestown, MA 02129,",0.7396514785284515 -1.2403262827322585
"1 Erie St,Dorchester, MA 02121,",0.7383545103986605 -1.2405341191575798
"57 W Dedham St,Boston, MA 02118,",0.7390336363365684 -1.2404337714522364
"20 Ericsson St,Boston, MA 02122,",0.7381719594308773 -1.2398587482955574
"1029 Commonwealth Ave,Boston, MA 02215,",0.7392060530500499 -1.2412850304876226
"1024 Massachusetts Ave,Boston, MA 02118,",0.7387695296234983 -1.2403259485017069
"133 Pearl St,Boston, MA 02110,",0.7392540845110647 -1.2400981865249803
"291 Devonshire St,Boston, MA 02110,",0.7392454259326455 -1.240167922027908
"140 Clarendon St,Boston, MA 02116,",0.7391474422757741 -1.2404580454914733
"275 Washington St,Boston, MA 02201,",0.739306602340922 -1.2401743727648238
